ticker,firm,state,hq_lat,hq_lon,state_name,state_code,county_name,county_fips
MCO,Moody's Corporation,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
MS,Morgan Stanley,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
MOS,Mosaic Company (The),FL,27.9449854,-82.4583107,Florida,FL,Hillsborough County,12057
MSI,Motorola Solutions,IL,41.8755616,-87.6244212,Illinois,IL,Cook County,17031
MSCI,MSCI Inc.,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
NDAQ,"Nasdaq, Inc.",NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
NTAP,NetApp,CA,37.3361663,-121.890591,California,CA,Santa Clara County,06085
NFLX,Netflix,CA,37.226611,-121.9746797,California,CA,Santa Clara County,06085
NEM,Newmont,CO,39.7392364,-104.984862,Colorado,CO,Denver County,08031
NWSA,News Corp (Class A),NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
NWS,News Corp (Class B),NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
NEE,NextEra Energy,FL,26.8815475,-80.0539253,Florida,FL,Palm Beach County,12099
NKE,"Nike, Inc.",OR,45.5601883,-123.0587907,Oregon,OR,Washington County,41067
NI,NiSource,IN,41.4828144,-87.3328139,Indiana,IN,Lake County,18089
NDSN,Nordson Corporation,OH,41.4553232,-81.9179174,Ohio,OH,Cuyahoga County,39035
NSC,Norfolk Southern,GA,33.7544657,-84.3898151,Georgia,GA,Fulton County,13121
NTRS,Northern Trust,IL,41.8755616,-87.6244212,Illinois,IL,Cook County,17031
NOC,Northrop Grumman,DC,38.8629185,-77.188257,Virginia,VA,Fairfax County,51059
NCLH,Norwegian Cruise Line Holdings,FL,25.7741566,-80.1935973,Florida,FL,Miami-Dade County,12086
NRG,NRG Energy,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
NUE,Nucor,SC,35.2272086,-80.8430827,North Carolina,NC,Mecklenburg County,37119
NVDA,Nvidia,CA,37.3541132,-121.955174,California,CA,Santa Clara County,06085
NVR,"NVR, Inc.",DC,38.953282,-77.3464516,Virginia,VA,Fairfax County,51059
ORLY,O’Reilly Automotive,MO,37.2081729,-93.2922715,Missouri,MO,Greene County,29077
OXY,Occidental Petroleum,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
ODFL,Old Dominion,NC,35.8831786,-80.081817,North Carolina,NC,Davidson County,37057
OMC,Omnicom Group,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
ON,ON Semiconductor,AZ,33.4484367,-112.074141,Arizona,AZ,Maricopa County,04013
OKE,Oneok,OK,36.1563122,-95.9927516,Oklahoma,OK,Tulsa County,40143
ORCL,Oracle Corporation,TX,30.2711286,-97.7436995,Texas,TX,Travis County,48453
OTIS,Otis Worldwide,CT,41.7198216,-72.8320435,Connecticut,CT,Hartford County,09003
PCAR,Paccar,WA,47.6144219,-122.192337,Washington,WA,King County,53033
PKG,Packaging Corporation of America,WI,42.2586461,-87.8407055,Illinois,IL,Lake County,17097
PLTR,Palantir Technologies,CO,39.7392364,-104.984862,Colorado,CO,Denver County,08031
PANW,Palo Alto Networks,CA,37.3541132,-121.955174,California,CA,Santa Clara County,06085
PSKY,Paramount Skydance Corporation,CA,34.0536909,-118.242766,California,CA,Los Angeles County,06037
PH,Parker Hannifin,OH,41.4996574,-81.6936772,Ohio,OH,Cuyahoga County,39035
PAYX,Paychex,PA,43.1301133,-77.4759588,New York,NY,Monroe County,36055
PAYC,Paycom,OK,35.4729886,-97.5170536,Oklahoma,OK,Oklahoma County,40109
PYPL,PayPal,CA,37.3361663,-121.890591,California,CA,Santa Clara County,06085
PEP,PepsiCo,CT,41.0409305,-73.7145746,New York,NY,Westchester County,36119
PFE,Pfizer,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
PCG,PG&E Corporation,CA,37.8044557,-122.271356,California,CA,Alameda County,06001
PM,Philip Morris International,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
PSX,Phillips 66,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
PNW,Pinnacle West Capital,AZ,33.4484367,-112.074141,Arizona,AZ,Maricopa County,04013
PNC,PNC Financial Services,WV,40.4416941,-79.9900861,Pennsylvania,PA,Allegheny County,42003
POOL,Pool Corporation,LA,30.4753525,-90.1010474,Louisiana,LA,St. Tammany Parish,22103
PPG,PPG Industries,WV,40.4416941,-79.9900861,Pennsylvania,PA,Allegheny County,42003
PPL,PPL Corporation,NJ,40.6022552,-75.4716115,Pennsylvania,PA,Lehigh County,42077
PFG,Principal Financial Group,IA,41.5868654,-93.6249494,Iowa,IA,Polk County,19153
PG,Procter & Gamble,KY,39.1014537,-84.5124602,Ohio,OH,Hamilton County,39061
PGR,Progressive Corporation,OH,41.5595437,-81.4439274,Ohio,OH,Cuyahoga County,39035
PLD,Prologis,CA,37.7932754,-122.3963589,California,CA,San Francisco County,06075
PRU,Prudential Financial,NJ,40.735657,-74.1723667,New Jersey,NJ,Essex County,34013
PEG,Public Service Enterprise Group,NJ,40.735657,-74.1723667,New Jersey,NJ,Essex County,34013
PTC,PTC Inc.,MA,42.3554334,-71.060511,Massachusetts,MA,Suffolk County,25025
PSA,Public Storage,CA,34.1469416,-118.2478471,California,CA,Los Angeles County,06037
PHM,PulteGroup,GA,33.7544657,-84.3898151,Georgia,GA,Fulton County,13121
PWR,Quanta Services,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
QCOM,Qualcomm,CA,32.7174202,-117.162772,California,CA,San Diego County,06073
DGX,Quest Diagnostics,NJ,40.7899291,-74.0566735,New Jersey,NJ,Hudson County,34017
RL,Ralph Lauren Corporation,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
RJF,Raymond James Financial,FL,27.7712264,-82.6340259,Florida,FL,Pinellas County,12103
RTX,RTX Corporation,MA,42.3762385,-71.2355644,Massachusetts,MA,Middlesex County,25017
O,Realty Income,CA,32.7174202,-117.162772,California,CA,San Diego County,06073
REG,Regency Centers,GA,30.3321838,-81.655651,Florida,FL,Duval County,12031
REGN,Regeneron Pharmaceuticals,CT,41.0762077,-73.8587461,New York,NY,Westchester County,36119
RF,Regions Financial Corporation,AL,33.5206824,-86.8024326,Alabama,AL,Jefferson County,01073
RSG,Republic Services,AZ,33.4484367,-112.074141,Arizona,AZ,Maricopa County,04013
RMD,ResMed,CA,32.7174202,-117.162772,California,CA,San Diego County,06073
RVTY,Revvity,MA,42.3762385,-71.2355644,Massachusetts,MA,Middlesex County,25017
ROK,Rockwell Automation,WI,43.0386475,-87.9090751,Wisconsin,WI,Milwaukee County,55079
ROL,"Rollins, Inc.",GA,33.7544657,-84.3898151,Georgia,GA,Fulton County,13121
ROP,Roper Technologies,FL,27.3365805,-82.5308545,Florida,FL,Sarasota County,12115
ROST,Ross Stores,CA,37.7021521,-121.9357918,California,CA,Alameda County,06001
RCL,Royal Caribbean Group,FL,25.7741566,-80.1935973,Florida,FL,Miami-Dade County,12086
SPGI,S&P Global,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
CRM,Salesforce,CA,37.7932754,-122.3963589,California,CA,San Francisco County,06075
SBAC,SBA Communications,FL,26.3586885,-80.0830984,Florida,FL,Palm Beach County,12099
SLB,Schlumberger,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
STX,Seagate Technology,KY,38.4168505,-86.9969385,Indiana,IN,Dubois County,18037
SRE,Sempra,CA,32.7174202,-117.162772,California,CA,San Diego County,06073
NOW,ServiceNow,CA,37.3541132,-121.955174,California,CA,Santa Clara County,06085
SHW,Sherwin-Williams,OH,41.4996574,-81.6936772,Ohio,OH,Cuyahoga County,39035
SPG,Simon Property Group,IN,39.7683331,-86.1583502,Indiana,IN,Marion County,18097
SWKS,Skyworks Solutions,CA,33.6856969,-117.825981,California,CA,Orange County,06059
SJM,J.M. Smucker Company (The),OH,40.8436664,-81.7640212,Ohio,OH,Wayne County,39169
SW,Smurfit Westrock,KY,38.4168505,-86.9969385,Indiana,IN,Dubois County,18037
SNA,Snap-on,WI,42.5846773,-87.8212263,Wisconsin,WI,Kenosha County,55059
SOLV,Solventum,MN,44.9497487,-93.0931028,Minnesota,MN,Ramsey County,27123
SO,Southern Company,GA,33.7544657,-84.3898151,Georgia,GA,Fulton County,13121
LUV,Southwest Airlines,TX,32.7762719,-96.7968559,Texas,TX,Dallas County,48113
SWK,Stanley Black & Decker,CT,41.6612104,-72.7795419,Connecticut,CT,Hartford County,09003
SBUX,Starbucks,WA,47.6038321,-122.330062,Washington,WA,King County,53033
STT,State Street Corporation,MA,42.3554334,-71.060511,Massachusetts,MA,Suffolk County,25025
STLD,Steel Dynamics,IN,41.0799898,-85.1386015,Indiana,IN,Allen County,18003
STE,Steris,KY,38.4168505,-86.9969385,Indiana,IN,Dubois County,18037
SYK,Stryker Corporation,IN,42.291707,-85.5872286,Michigan,MI,Kalamazoo County,26077
SMCI,Supermicro,CA,37.3361663,-121.890591,California,CA,Santa Clara County,06085
SYF,Synchrony Financial,CT,41.0534302,-73.5387341,Connecticut,CT,Fairfield County,09001
SNPS,Synopsys,CA,37.3688301,-122.036349,California,CA,Santa Clara County,06085
SYY,Sysco,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
TMUS,T-Mobile US,WA,47.6144219,-122.192337,Washington,WA,King County,53033
TROW,T. Rowe Price,MD,39.2908816,-76.610759,Maryland,MD,Baltimore city,24510
TTWO,Take-Two Interactive,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
TPR,"Tapestry, Inc.",NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
TRGP,Targa Resources,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
TGT,Target Corporation,MN,44.9772995,-93.2654692,Minnesota,MN,Hennepin County,27053
TDY,Teledyne Technologies,CA,34.1705609,-118.8375937,California,CA,Ventura County,06111
TER,Teradyne,MA,42.5750939,-71.0786653,Massachusetts,MA,Middlesex County,25017
TSLA,"Tesla, Inc.",TX,30.2711286,-97.7436995,Texas,TX,Travis County,48453
TXN,Texas Instruments,TX,32.7762719,-96.7968559,Texas,TX,Dallas County,48113
TPL,Texas Pacific Land Corporation,TX,32.7762719,-96.7968559,Texas,TX,Dallas County,48113
TXT,Textron,RI,41.8239891,-71.4128343,Rhode Island,RI,Providence County,44007
TMO,Thermo Fisher Scientific,MA,42.3762385,-71.2355644,Massachusetts,MA,Middlesex County,25017
TJX,TJX Companies,MA,42.2773177,-71.4165905,Massachusetts,MA,Middlesex County,25017
TKO,TKO Group Holdings,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
TTD,Trade Desk (The),CA,34.4458248,-119.0779359,California,CA,Ventura County,06111
TSCO,Tractor Supply,TN,36.0325687,-86.7825235,Tennessee,TN,Williamson County,47187
TT,Trane Technologies,KY,38.4168505,-86.9969385,Indiana,IN,Dubois County,18037
TDG,TransDigm Group,OH,41.4996574,-81.6936772,Ohio,OH,Cuyahoga County,39035
TRV,Travelers Companies (The),NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
TRMB,Trimble Inc.,CO,39.8366528,-105.0372046,Colorado,CO,Adams County,08001
TFC,Truist Financial,SC,35.2272086,-80.8430827,North Carolina,NC,Mecklenburg County,37119
TYL,Tyler Technologies,OK,33.0136764,-96.6925096,Texas,TX,Collin County,48085
TSN,Tyson Foods,AR,36.1867442,-94.1288142,Arkansas,AR,Washington County,05143
USB,U.S. Bancorp,MN,44.9772995,-93.2654692,Minnesota,MN,Hennepin County,27053
UBER,Uber,CA,37.7932754,-122.3963589,California,CA,San Francisco County,06075
UDR,"UDR, Inc.",CO,39.538565,-104.9725904,Colorado,CO,Douglas County,08035
ULTA,Ulta Beauty,IL,41.7003302,-88.0717708,Illinois,IL,Will County,17197
UNP,Union Pacific Corporation,IA,41.2587459,-95.9383758,Nebraska,NE,Douglas County,31055
UAL,United Airlines Holdings,IL,41.8755616,-87.6244212,Illinois,IL,Cook County,17031
UPS,United Parcel Service,GA,33.9242688,-84.3785379,Georgia,GA,Fulton County,13121
URI,United Rentals,CT,41.0534302,-73.5387341,Connecticut,CT,Fairfield County,09001
UNH,UnitedHealth Group,MN,44.9405086,-93.4638936,Minnesota,MN,Hennepin County,27053
UHS,Universal Health Services,NJ,40.0947624,-75.3851334,Pennsylvania,PA,Montgomery County,42091
VLO,Valero Energy,TX,29.4246002,-98.4951405,Texas,TX,Bexar County,48029
VTR,Ventas,IL,41.8755616,-87.6244212,Illinois,IL,Cook County,17031
VLTO,Veralto,MA,42.3762385,-71.2355644,Massachusetts,MA,Middlesex County,25017
VRSN,Verisign,DC,38.9646244,-77.4463445,Virginia,VA,Loudoun County,51107
VRSK,Verisk Analytics,NJ,40.7215682,-74.047455,New Jersey,NJ,Hudson County,34017
VZ,Verizon,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
VRTX,Vertex Pharmaceuticals,MA,42.3554334,-71.060511,Massachusetts,MA,Suffolk County,25025
VTRS,Viatris,WV,40.4416941,-79.9900861,Pennsylvania,PA,Allegheny County,42003
VICI,Vici Properties,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
V,Visa Inc.,CA,37.7932754,-122.3963589,California,CA,San Francisco County,06075
VST,Vistra Corp.,TX,32.8295183,-96.9442177,Texas,TX,Dallas County,48113
VMC,Vulcan Materials Company,AL,33.5206824,-86.8024326,Alabama,AL,Jefferson County,01073
WRB,W. R. Berkley Corporation,CT,41.0264862,-73.6284598,Connecticut,CT,Fairfield County,09001
GWW,W. W. Grainger,WI,42.2586461,-87.8407055,Illinois,IL,Lake County,17097
WAB,Wabtec,WV,40.4416941,-79.9900861,Pennsylvania,PA,Allegheny County,42003
WBA,Walgreens Boots Alliance,WI,42.1711365,-87.8445119,Illinois,IL,Lake County,17097
WMT,Walmart,AR,36.3728608,-94.208787,Arkansas,AR,Benton County,05007
DIS,Walt Disney Company (The),CA,34.1812089,-118.307201,California,CA,Los Angeles County,06037
WBD,Warner Bros. Discovery,NJ,40.7127281,-74.0060152,New York,NY,New York County,36061
WM,Waste Management,LA,29.7589382,-95.3676974,Texas,TX,Harris County,48201
WAT,Waters Corporation,MA,42.1428913,-71.5164618,Massachusetts,MA,Worcester County,25027
WEC,WEC Energy Group,WI,43.0386475,-87.9090751,Wisconsin,WI,Milwaukee County,55079
WFC,Wells Fargo,CA,37.7932754,-122.3963589,California,CA,San Francisco County,06075
WELL,Welltower,OH,41.6529143,-83.5378173,Ohio,OH,Lucas County,39095
WST,West Pharmaceutical Services,NJ,40.0299755,-75.6290456,Pennsylvania,PA,Chester County,42029
WDC,Western Digital,CA,37.3361663,-121.890591,California,CA,Santa Clara County,06085
WY,Weyerhaeuser,WA,47.6038321,-122.330062,Washington,WA,King County,53033
WSM,"Williams-Sonoma, Inc.",CA,37.7932754,-122.3963589,California,CA,San Francisco County,06075
WMB,Williams Companies,OK,36.1563122,-95.9927516,Oklahoma,OK,Tulsa County,40143
WDAY,"Workday, Inc.",CA,37.6624312,-121.8746789,California,CA,Alameda County,06001
WYNN,Wynn Resorts,NV,36.0724299,-115.1474759,Nevada,NV,Clark County,32003
XEL,Xcel Energy,MN,44.9772995,-93.2654692,Minnesota,MN,Hennepin County,27053
XYL,Xylem Inc.,CT,41.0339862,-73.7629097,New York,NY,Westchester County,36119
YUM,Yum! Brands,KY,38.2542376,-85.759407,Kentucky,KY,Jefferson County,21111
ZBRA,Zebra Technologies,WI,42.1900249,-87.9084039,Illinois,IL,Lake County,17097
ZBH,Zimmer Biomet,IN,41.2381017,-85.8530544,Indiana,IN,Kosciusko County,18085
ZTS,Zoetis,NJ,40.8578772,-74.4259866,New Jersey,NJ,Morris County,34027
